Policy,Threshold,Lambda,Accuracy,Average Timestep
Confidence,0.5,,52.65151262283325,1.3863636255264282
Confidence,0.55,,56.060606241226196,1.5871212482452393
Confidence,0.6,,56.81818127632141,1.9090908765792847
Confidence,0.65,,58.33333134651184,2.204545497894287
Confidence,0.7,,62.5,2.5757575035095215
Confidence,0.75,,64.77272510528564,3.0681817531585693
Confidence,0.8,,66.28788113594055,3.7083332538604736
Confidence,0.85,,67.42424368858337,4.435606002807617
Confidence,0.9,,67.80303120613098,5.3977274894714355
Confidence Stability,0.5,,64.77272510528564,2.7386362552642822
Confidence Stability,0.55,,65.90909361839294,2.9621212482452393
Confidence Stability,0.7,,66.28788113594055,3.8371212482452393
Cost-Aware Oracle,,8.0,46.21212184429169,1.0
Cost-Aware Oracle,,16.0,46.21212184429169,1.0
Cost-Aware Oracle,,4.0,66.66666865348816,1.204545497894287
Cost-Aware Oracle,,5.0,66.66666865348816,1.204545497894287
Cost-Aware Oracle,,6.0,66.66666865348816,1.204545497894287
Cost-Aware Oracle,,7.0,66.66666865348816,1.204545497894287
Cost-Aware Oracle,,2.75,75.0,1.371212124824524
Cost-Aware Oracle,,3.0,75.0,1.371212124824524
Cost-Aware Oracle,,3.5,75.0,1.371212124824524
Cost-Aware Oracle,,2.0,78.78788113594055,1.4848484992980957
Cost-Aware Oracle,,2.25,78.78788113594055,1.4848484992980957
Cost-Aware Oracle,,2.5,78.78788113594055,1.4848484992980957
Cost-Aware Oracle,,1.6,80.30303120613098,1.545454502105713
Cost-Aware Oracle,,1.75,80.30303120613098,1.545454502105713
Cost-Aware Oracle,,1.35,81.0606062412262,1.5833333730697632
Cost-Aware Oracle,,1.5,81.0606062412262,1.5833333730697632
Cost-Aware Oracle,,1.15,82.57575631141663,1.674242377281189
Cost-Aware Oracle,,1.25,82.57575631141663,1.674242377281189
Cost-Aware Oracle,,0.0,82.95454382896423,1.700757622718811
Cost-Aware Oracle,,0.5,82.95454382896423,1.700757622718811
Cost-Aware Oracle,,1.0,82.95454382896423,1.700757622718811
Cost-Aware Oracle,,1.1,82.95454382896423,1.700757622718811
Earliest Correct Oracle,,,82.95454382896423,2.89393949508667
Earliest Stable Correct Oracle,,,65.15151262283325,4.242424011230469
Entropy,2.1454854011535645,,46.21212184429169,1.0
Entropy,2.2716903686523438,,46.21212184429169,1.0
Entropy,2.397895336151123,,46.21212184429169,1.0
Entropy,1.5144602060317993,,46.9696968793869,1.170454502105713
Entropy,1.38825523853302,,48.48484992980957,1.3068181276321411
Entropy,1.2620502710342407,,50.0,1.454545497894287
Entropy,1.1358450651168823,,53.03030014038086,1.670454502105713
Entropy,1.009640097618103,,57.575756311416626,2.071969747543335
Entropy,0.883435070514679,,57.95454382896423,2.3333332538604736
Entropy,0.7572300434112549,,61.742424964904785,2.9962120056152344
Entropy,0.6310250759124756,,65.90909361839294,3.6022727489471436
Entropy,0.5048200488090515,,67.42424368858337,4.318181991577148
Fixed T,1.0,,46.21212184429169,1.0
Fixed T,2.0,,62.12121248245239,2.0
Fixed T,3.0,,64.39393758773804,3.0
Fixed T,4.0,,67.04545617103577,4.0
Margin,0.0,,46.21212184429169,1.0
Margin,0.04999999701976776,,47.34848439693451,1.0568181276321411
Margin,0.09999999403953552,,50.757575035095215,1.1174242496490479
Margin,0.14999999105930328,,52.65151262283325,1.204545497894287
Margin,0.19999998807907104,,56.060606241226196,1.321969747543335
Margin,0.29999998211860657,,56.81818127632141,1.6628787517547607
Margin,0.34999996423721313,,57.95454382896423,1.8560606241226196
Margin,0.3999999761581421,,59.46969985961914,2.053030252456665
Margin,0.44999998807907104,,61.36363744735718,2.3446969985961914
Margin,0.5,,62.87878751754761,2.659090995788574
Margin,0.550000011920929,,63.257575035095215,2.920454502105713
Margin,0.6000000238418579,,65.53030014038086,3.2196969985961914
Margin,0.6499999761581421,,67.04545617103577,3.6818182468414307
Margin,0.699999988079071,,68.18181872367859,4.113636493682861
Margin,0.7999999523162842,,68.5606062412262,5.098484992980957
